id,comment
潇骑校尉曹操,#刘诗诗 浙江# 我不管她在浙江还是在新疆，下次这个姐的图我是真的不想再找了这个姐是真不喜欢凑热闹，红毯综艺相关的图很难看到 
猪离开了它的外套OO,#刘诗诗 浙江#刘诗诗一念关山饭拍路透，神采飞扬怼红衣女侠！ 猪离开了它的外套OO的微博视频 
刘诗诗的尾巴,刘诗诗奔走相告刘诗诗在浙江啦又将开始新一轮的提前训练了刘诗诗一直用心对待每一个角色期待姐姐接下来的精彩表现，五月一定充满惊喜#刘诗诗 浙江# 
-Lyt-,#杭州地铁# 根据已批复的杭州地铁第四期建设规划，重新设计了杭州轨道交通2028年线路图，并单开一张杭州都市圈(绍兴、海宁、德清)的线路图，其中绍兴二期规划的部分尚未批复。新图设计相比以前更加紧凑，希望大家喜欢并提宝贵意见～杭州轨道交通图2028+年版版本：3.0.1更新时间：2023年5月11日高 ...全文
刘诗诗官方后援会,刘诗诗 #刘诗诗 浙江#  #刘诗诗# 看到IP好像又回到了与如意初遇的夏天，一剑一笠，一人一马，声声念如意，共揽无边关山月。@刘诗诗 @刘诗诗 @刘诗诗 
刘诗诗的侍卫霸霸,一剑一笠，声声如意姐姐到浙江啦，期待这个夏天诗诗的小板报的微博视频#刘诗诗 浙江#  #刘诗诗# @刘诗诗 @刘诗诗 @刘诗诗 
诗狮嗑学指南,刘诗诗   #刘诗诗 浙江# 你的老婆在哪里？在哪里？小团老婆在浙江！在浙江！在浙江干什么？干什么？工作！工作！工作！你的老婆在哪里？在哪里？小团老婆在浙江！在浙江！在浙 ...全文
在魔仙堡的施工日常,#刘诗诗 浙江# 所以刘诗诗的下一部剧是啥？为什么都没有消息，竹叶到底还拍不拍一姐今年也是准备好好搞事业了吗？？ 
娱乐冲浪日记,央视夸赞她：霜雪天降 眼前一亮，现在看来不是没有原因的，氛围感真的拉满！#刘诗诗 浙江# 娱乐冲浪日记的微博视频 
电视剧透社,#刘诗诗 浙江# 刘诗诗将出演《狐妖小红娘》竹业篇，一姐就是天选东方淮竹吧！适配度太高了！ 电视剧透社的微博视频 
2000情绪,#刘诗诗 浙江#刘诗诗是又要进组了是吗？已知本月行程还有戛纳！最最最重要有任如意新片花！！！有好多新鲜一姐看啊！这刘诗诗粉丝不得幸福晕！ 
吃瓜追剧打豆豆,#刘诗诗 浙江#看得出来刘诗诗今年重心在拍戏了，不论《狐妖小红娘竹业篇》男主是谁，都不会影响刘诗诗扛剧吧……这剧IP这么大不至于扑的 
wendy0207,#刘诗诗 浙江#  嘿嘿，刘诗诗最近好事不断，貌似不止，期待更多惊喜哈 
朴索罗门,#刘诗诗 浙江#刘诗诗确实很受主流喜欢，100周年的时候去了鸟巢参加活动，角色受到了官方认可，总台青年观众选择出来的最喜欢的十大角色。电视台多轮播出，官方认可，电视台认可，主流认可，观众认可，另外还手握四奢，并且即将闪耀戛纳电影节 
全太阳系我最萌,#刘诗诗 浙江#  那些年在横店的花絮时光，刘诗诗一直都在给我们带来好看的作品啊，希望她多营业。 
咪咕视频,#内娱顶级剧抛脸#既可以是柔情似水的古风美人，也能做英姿飒爽的职场精英，@刘诗诗 角色反差感爆棚， 一颦一笑尽显人物魅力#刘诗诗 浙江# 咪咕视频的微博视频 
海芋星今天温柔吗,#刘诗诗 浙江#🍉：刘诗诗在金华切火腿🍉：刘诗诗在义乌大采购🍉：我和刘诗诗的婚礼在东阳办，欢迎大家来 
的116页,#刘诗诗 浙江#🍉 大明星刘诗诗浙江直飞法兰西。 
时髦出版社,#刘诗诗 浙江# 姐姐都在浙江了，小狮子当然要@刘诗诗 @刘诗诗 @刘诗诗 
咪咕剧场,#咪咕剧场# 李思雨@刘诗诗 在职场上独当一面、利落飒爽，没想到回到老家也要面临被催婚的命运，与相亲对象见面后就尴尬散场。上@咪咕视频 看《亲爱的自己》，收看后续精彩剧情～#刘诗诗 浙江# 《亲爱的自己》第37集：无奈！李思雨在老家被迫相亲 
蓬莱小鸟,#刘诗诗 浙江#搞事业的姐上线了，说真的，作为粉丝已经不在乎即将要拍的这部戏的任何戏搭子和班底诸如此类的什么什么了，只要她是淮竹，欢呼雀跃都来不及。喜欢她就只关心她就是了，其余的说三道四也没什么卵用。反正姐从来没让我失望过。 
浅娱,#刘诗诗 浙江#好温柔的刘诗诗，一姐目前ip在浙江，也不知道要进什么组，有透露一下的吗 浅娱的微博视频 
吧唧一口卷心菜,#刘诗诗 浙江#刘诗诗今日封神美图古装的定海神针！刘诗诗出品必属精品☝️！（不管黄泉路人怎么yygq🍵言🍵语，刘诗诗的脸鲨光一切☝️） 
乌缇尔,天选古人刘诗诗时隔多年重现古偶‼️任如意你帅到我心巴上了，梦回红葵啊期待一念关山！🎬 一念关山 | 任如意 | 刘诗诗 #刘诗诗 浙江##刘诗诗# 乌缇尔的微博视频 
行走江湖的谭大大,#刘诗诗 浙江# 是谁家的漂亮姐姐要进组了？咦是我们家🦁的！！！#刘诗诗# （哈哈哈哈哈哈哈哈）@刘诗诗 
常春藤姥姥,#吴宣仪进组狐妖小红娘#狐妖小红娘刘诗诗和吴宣仪都进狐妖小红娘了，万事俱备，只待官宣了 #刘诗诗 浙江# 
娱叔,这届🐶仔不行啊！人都在浙江了，咋影子都没有拍到 #刘诗诗 浙江# 
小陈落笔时光已老,#刘诗诗 浙江#她来了她来了，走路都带着风看看我们的诗诗姐，落落大方，没有口罩雨伞这谁不爱啊 小陈落笔时光已老的微博视频 
justtinad,#刘诗诗 浙江#刘诗诗太火了一个小小的IP地址就能引起许许多多的yxh和路人的关注，毕竟天选古人，就服一姐 
全网唯一真暖暖,#刘诗诗 浙江#薅个姐粉告诉我，浙江哪里最好玩，浙江哪里最好吃，浙江哪里最值得去，刘诗诗去浙江最爱呆在哪 
借光发散光,#刘诗诗 浙江#美好的五月！美好的浙江更美好的人@刘诗诗 远赴人间惊鸿宴，一睹人间盛世颜。美的像清冷的宋词，弱柳扶风，人间绝色古装扮相太惊艳了期待新角色！！刘诗诗 借光发散光的微博视频 
雪堂舞,#刘诗诗 浙江#爱奇艺迷雾剧场🎋《猜猜妆发师是谁》 
冰淇凌大侠,刘诗诗#刘诗诗 浙江# 延迟发下深圳活动当天买的@TODS 代言人@刘诗诗 同款，本来原计划要买的是别的款式，结果活动现场看姐搭的这款立马改变了主意，好特别的款式，外加当时用手机拍的姐的照片原图4张，分别是乖巧，帅酷，开心，惊讶表情的姐  PS：期待姐姐本月进新组解 ...全文
网易时尚频道,#易姐in衣橱##刘诗诗 浙江# 美女又要搞事业啦！@刘诗诗 古装造型英姿飒爽，打戏干脆利落，期待新剧！ 
如诗如醉_刘诗诗,刘诗诗 lss#刘诗诗 浙江# 期待姐姐新剧，看看如意宝宝@刘诗诗 
刘哈哈的36D粉,#刘诗诗 浙江#老婆去浙江了，让我在家里安心等她 
饭圈少女苏大强,#刘诗诗 浙江# 所以刘诗诗这次是真进组拍戏了？事业粉们要狂喜了，这下不会再有人说她在家抠脚了吧 
奶糖_MilkWhisper,刘诗诗 lss#刘诗诗 浙江#聊斋奇女子之辛十四娘 经典角色 成为四川卫视收视率最高的一个单元剧@刘诗诗 @刘诗诗 @刘诗诗 
闽西日报,妈妈晒出在户外的女儿，自信从容宛如田野里的精灵。网友：选了好久孩子了，就她了！ #浙江##女孩#浙江 闽西日报的微博视频 
纯净康冰,#山东泰山# 2:1#浙江# 本来顺风顺水的上半场，打得浙江没啥脾气，谜一样的换人差点毁掉这场比赛。55分钟换下了解放孙准浩的李源一，造成了中场的混乱，把左前表现出色的孙国文调到右路，一个失误又造成了丢球。导致后来被十人浙江压着打，临场指挥上，法比奥还是要加强啊。 
全景历史地理,绍兴有多憋屈？杭州拿走萧山，宁波拿走余姚，就剩49公里海岸线#绍兴##浙江##全景历史地理# 全景历史地理的微博视频 
印际美学,国内外设计  印际 印际首发 x 叶永志｜回归生活设计公司：杭州黎水仁佳设计主创设计：@叶永志lDesigner 项目名称：私人住宅项目地点：#浙江##空间设计# #室内设计# 
黄陵野鹤,一组城市i love 系列，浙江已经完成，江苏开始#设计##城市##浙江# 
迪拜中阿卫视,沙特阿拉伯 沙特阿美石油公司将通过收购荣盛石化10%的股份扩大在中国的业务。沙通社消息，沙特阿美已签署最终协议，以246亿元人民币（按当前汇率计算为36亿美元）收购在深圳上市的荣盛石油化工有限公司（“荣盛”）10%的股权，这笔交易将大大扩大其在中国的下游业务。通过这一战略安排，根据一 ...全文
精选速递,【#男子酒后当众公主抱起妻子亲吻# 妻子羞红脸】据@速看视界 报道  3月16日，浙江。在一场聚会上夫妻酒后秀恩爱，只见丈夫先对着妻子来了一个“公主抱”。随后在丈夫朋友的注视下当众亲吻妻子，妻子娇羞搂着丈夫脖子，露出了灿烂的笑容。网友看后表示：幸福感已经溢出了屏幕。#浙江#    ...全文
中国水运报,这鱼真“刑”！浙江渔民误捕中华白海豚？以为是海猪，连喊“放生！快放生！”#中华白海豚##浙江# （视频/尹宇龙 素材来源：南港生鲜通哥）#守护中华白海豚# 中国水运报的微博视频 
文旅诗画,浙江大学“无需言语，无尽浪漫，无限可能的夜晚，让蜡烛代替所有灯，让音乐代替话语声，此时无声胜有声”音乐声响起，一首《有可能的夜晚》又让我们再次相聚在浙江文艺赋美工程“乐动武林”主题演出的现场#浙江# 文旅诗画的微博视频 
无锡光影追逐者,摄影 趁着天气正好，趁着微风轻拂，满树繁花，我们见个面吧。#旅行##浙江##带着微博去旅行##你好春天# 湖州·湖州铁佛寺 
水木视讯,【#夫妻离婚女子带女儿离开时儿子大哭#】2月23日，浙江，一女子生二胎后坐月子被丈夫家暴，出了月子后离婚带女儿离开，不料当女子收拾好行李后，儿子似乎知道妈妈要走，抱着行李箱哭，女子看到这一幕破防，她表示只能带妹妹走，希望儿子长大了不要记恨妈妈，网友表示：虽然理解，但是孩子又做错了什么 ...全文
剡水印象,【湖州铁佛寺】#湖州铁佛寺梅花盛开# 久闻大名，首次去拍，令人惊艳，江南第一！#二月##在路上看中国##浙江##湖州##寺庙##冬梅#打卡美丽的中国 
杭州电视台综合频道,【#浙江# 一批重大项目集中开工！其中 #杭州地铁3号线二期来了# 】今天，浙江省举行2023年重大项目集中开工活动，杭州市参加本次全省集中开工项目共43个、总投资1098亿元，年度计划投资200亿元，项目数、总投资、年度计划投资额均居全省首位。杭州参加集中开工活动项目中，总投资50亿元以上7个，20亿元 ...全文
剡水印象,【湖州铁佛寺】#湖州铁佛寺梅花盛开# 久闻大名，首次去拍，令人惊艳，江南第一！#二月##在路上看中国##浙江##湖州##寺庙##冬梅#打卡美丽的中国 
曹景行工作室,#人人都有创造力# 温州篇人物：#温州话特师余静#【十】温州话因为难懂而在战时被作为传递情报的密语不只是一个传说。#浙江##温州##温州话# @蒙娜丽莎老三角 @好想当米虫 曹景行工作室的微博视频 
杭州电视台综合频道,【#浙江# 一批重大项目集中开工！其中 #杭州地铁3号线二期来了# 】今天，浙江省举行2023年重大项目集中开工活动，杭州市参加本次全省集中开工项目共43个、总投资1098亿元，年度计划投资200亿元，项目数、总投资、年度计划投资额均居全省首位。杭州参加集中开工活动项目中，总投资50亿元以上7个，20亿元 ...全文
开水白蔡,#浙江 温州# 开始。 温州·守英猪脏粉(仓桥店) 
动静快闻,【#恋爱5年男友称父母不容易不想拿10万彩礼#女子：原本打算五一结婚】据@水木视讯 报道，2月11日，浙江，一女子跟男友恋爱5年快要结婚，不料最近因为彩礼却闹了矛盾，女子称：男友家里没房，我家里有一套，男友说他们家可以出装修，关于彩礼，男友说父母不容易家里没钱，现在连十万彩礼都不给，还说女 ...全文
蔡照明透视,【蔡照明：看懂了】#广东省#  #浙江# #江苏# #山东# 各地GDP的完成都摸到套路了，基本想实现多少就多少，但财税这个，真金白银的家伙，如何完成？我一直有疑惑。看广东、浙江几个优秀生的答卷，看懂了。税收不能含糊，但是非税可以努力下。所以看到这个优秀生的财税增长都是靠非税收入；非税就是把 ...全文
蒲熠星,想来跟浙江也是有缘，来浙江快十次了，上次来是去宁波象山客串了一部网剧，交到了一批做内容的好朋友，希望大家期待新项目的官宣，我和我的朋友们也会一起创作更多有趣的新内容!最近热一频繁，虽皆非我所愿，但也希望借此能让广告金主们多多看到我，物美价廉，自带热度，您的超优投放选择，期待新的 ...全文
拾荒的村姑,没看到源头，看到粉丝的言论应该是有人在浙江看到了蒲熠星，然后网传他结婚了。和女友“芈十四”也不是刚谈的，经历了不少事都没有分手，感情十分稳定，就算结婚也挺正常吧#蒲熠星 浙江# 
圈美伢,#蒲熠星 浙江#最近好像有很多他粉丝脱粉了，还有他的ip地址现在显示的是浙江… 
中国网娱乐,#蒲熠星 浙江#今日@蒲熠星 在微博发文内容如下:想来跟浙江也是有缘，来浙江快十次了，上次来是去宁波象山客串了一部网剧，交到了一批做内容的好朋友，希望大家期待新项目的官宣，我和我的朋友们也会一起创作更多有趣的新内容，最近热一频繁，虽皆非我所愿，但也希望借此能让广告金主们多多看到我，物美 ...全文
多吃些鸡块_,#蒲熠星 浙江#首先，很抱歉影响各位路人朋友，也很抱歉占用公共资源。其次，蒲熠星去浙江是单纯的私人行程；和女朋友结婚为谣言，现已辟谣；蒲熠星没有公司，突如其来的rs我们所有人都莫名其妙，也没有他公司帮他营销一说。最后新春佳节祝大家新年快乐！财源滚滚！ 
飞木流,#蒲熠星 浙江#我说我们阿蒲这出门去趟浙江，昨天cp粉就造谣破防，今天就热搜造谣哈，挺离谱的。怎么你们cp要be啊？不是文韬已经结婚了吗？都结婚两年了，咋阿蒲去个浙江就把你们刺激成这样了？人家谈恋爱谈了好几年了好吧。光明正大的谈恋爱，我们粉丝都没说啥呢？ （加一句吧，这里就是说那些造 ...全文
all懵智,#蒲熠星 浙江#广告金主和选角导演们，蒲熠星有拍得比情景剧更有趣的广告，有百变可塑的帅气脸蛋，温润如玉且文笔俱佳，是绝对的性价比之王，您的不二选择！您还可以点进评论看看更多 
非芒勿扰,#蒲熠星 浙江#我不理解 高考五百分的还能找到女朋友，女孩子得堕落到什么程度才会跟高考五百分的谈恋爱 
余独不觉w,#蒲熠星 浙江#啥都怪到女友粉头上，要说女友粉院里四大都不少，但人佳佳姐梦章姐就很少有人嘴，粉丝爱屋及乌的护着，官宣恋爱领证基本也都是祝福，周峻纬就更不用说了英年早婚第一人。别整的跟讨厌芈十四就是梦女似的，少点骚操作比什么都强反正现在持一个被窝睡不出两种人态度的脱粉er越来越 ...全文
鹿加乖乖绝不狗,#蒲熠星 浙江#你是想要回顾蒲熠星在苏州阳澄湖畔的饿了么秋分直播？（前半段）还是想要重刷蒲熠星的宁波象山剧组vlog期待新戏上线？（后半段）大帅哥公开行程很忙，全国各地到处跑着工作，去年就去了重庆西双版纳长沙南京上海成都苏州宁波等等等等。私人行程个人隐私不作讨论。蒲熠星给粉丝预告 ...全文
9celt72aas2,#蒲熠星 浙江#假学霸，我们浙江人民不欢迎你 
小鸡呀天,阿蒲离在浙江离我也就两公里。阿蒲来嵊州吾悦看电影了，陪伴这个女的是谁啊#蒲熠星 浙江# 小鸡呀天的微博视频 
Ashley柒N,#蒲熠星 浙江#蒲熠星最大的黑料：女朋友是芈十四蒲熠星最大的黑粉：芈十四 
Jiamas_,#杨迪分手##蒲熠星 浙江# 杨迪和蒲熠星分手了？他两是给子？？ 
Ada_as,#蒲熠星 浙江#这件事是这样的，阿蒲说：“之后会有‘惊喜’带给粉丝，希望粉丝支持”结果有人在浙江撞见他跟女友一起，便造/摇说这个“惊喜”是结婚。这个附会太过牵强，我都懒得认真解释，不如来看看阿蒲用心准备的“惊喜”吧P1是阿蒲参与的自/制/综/艺，后面的花絮图是另一 ...全文
Pikapikajiuu_,#蒲熠星 浙江#爱他妈去哪去哪，该订婚订婚该结婚结婚，耗什么劲儿呢 
刘昊然正室,#蒲熠星 浙江##蒲熠星演蒲鱼儿子# 你知道什么叫物尽其用上次热一就看到的评论：“别人朝我扔泥巴，我用泥巴种荷花”内心阴暗的人天天曲解攻讦，努力的人眼里都是机遇 
小狐狸和玫瑰刺,蒲熠星的女朋友一直公开存在着，蒲熠星是一个自由人，不论阿蒲去哪个城市，和他女朋友做什么事，都是合理且正常的。我们喜欢的一直都是蒲熠星，是阿蒲的脸蛋身材，品德性格，个性气质，一切的一切，都和单不单身没关系，毕竟大部分人开始喜欢他的时候他就有女朋友了。至于因此脱粉的，他们的自由， ...全文
-究极正派-,#蒲熠星 浙江#真特么难以理解啊，我从蒲第一次在明侦里出场就粉上了，觉得这个男的怪幽默的，后面越来越喜欢，阿蒲从一开始就没有隐瞒自己的恋情，对于十六，我觉得因为阿蒲在我们看来是优秀的，所以对十六大家也觉得她该是优秀的，但展现在我们面前的也许并没有那么好，以此我认为大家恶意才会那么大 ...全文
甜樱瑶落糖,#蒲熠星 浙江#不知道到底是谁看阿蒲不爽，隔三岔五就来买rs  首先，阿蒲去浙江本就是自己的私人行程，本就跟任何人没有关系，去接机的那群人不就是私生吗  其次，阿蒲从未隐藏过自己有npy这个事实，认识他久的粉丝们也都知情，并且人小情侣关系很好，无需场外人指指点点  最后，不管阿蒲是去浙 ...全文
追星课代表,#蒲熠星 浙江#我想知道到底是啥照片，能让路人认为是蒲熠星结婚了 
月色有九思,#蒲熠星 浙江#救 居然还还mss在一起 尊重不祝福 
我听风吟-,#蒲熠星 浙江#就不能是去浙江找小何吗 
榴莲西西酱,#蒲熠星 浙江#咱就是说下氵黑能不能好好写写文案，💰没给到位吗驴头不对马嘴的弱智尬黑只会让人想笑好吗 
-解语花贝-,#蒲熠星 浙江#蒲熠星女朋友当初单人热搜那么上面？？还有人不知道？痔疮文学那么有名那么有名？竟然有人不知道？那我建议你看看#芈十四 考编# 这个热搜。不是什么大明星，个人之力冲到热搜第五。就问你厉不厉害 
能躺着就不坐着h,#蒲熠星 浙江# 他的粉丝是不是被他pua了，好可怕，为什么都在为mss洗地，那就祝你们这些洗衣机考编都被内涵抹黑，都被卖三无产品，都被骗钱上没用的课还有别说什么劝分是想上位，劝分是假粉丝了，他们才是真粉丝，我这种早脱粉的巴不得他俩百年好合别去祸祸别人了捏，他俩真的天下第一配其实一 ...全文
娱王爷,#蒲熠星 浙江#蒲熠星去浙江，有什么问题吗？为什么，大家都觉得他不好呢？这热搜上的无语子呀。#新春狂想曲##娱乐剪刀手# 娱王爷的微博视频 
lilychen2023,蒲熠星pyx#蒲熠星演蒲鱼儿子#  ppp #蒲熠星 浙江# 是明侦报个艺名就被各种起哄的小蒲蒲鱼儿无缝切换蒲猎大侦探8超前彩蛋蒲熠星cut lilychen1520的微博视频 
西柚-double,#蒲熠星 浙江#蒲熠星大无语事件😑别出来搞那些脱粉宣言了，真粉丝不会因为这些子虚乌有的事情脱粉的哈。首先，他去哪里是私人行程，本不需要报备也不需要解释的其次，网传的订婚结婚等等，退一万步就算他真结婚了也跟别人没有啥关系，我是粉丝我只喜欢蒲熠星这个人，他是成年人他不违法 ...全文
鼠标点击键,#蒲熠星 浙江# 成绩没多好架子却大告诉你，我们浙江人民不欢迎成绩差的！！！ 
-小园子喵了个咪,#蒲熠星 浙江#人家和他女朋友好好的 为什么要分手？难道阿蒲和他女朋友分手了 你还想着上位？大姐们别臆想了 就算他不和芈十四 也不会和你吧 古人有句话 宁毁十座庙 不毁一桩婚 看出来了 你们真的是有病 
豆糊发发,我最喜欢蒲熠星的一点就是不躲在后面当个哑巴全靠粉去冲，结果好果子是giegie的，结果不好锅是fs的（就算fs自愿也有点孤独可怜），他有话自己出来说的明明白白的，信不信随便你（谁买的都好，谁花💰谁肉疼，反正是个碳基生物都不能信这些yygq的氵是自己买的）祝福事业顺利，xfxy好过籍籍无名 ...全文
我是瓜田里上蹿下跳的猹,#蒲熠星 浙江#芈十四萝卜坑那事 互联网没记忆了?阿蒲这女朋友真不咋样好吧名学的家属里，这一位真的很下头。 
疲于思考的Cookies,#蒲熠星 浙江#不管蒲的女朋友是谁，是否结婚，对我都没有影响，我喜欢的是他的有趣的精神世界和好看的皮囊 14姐的事情我都看过，有基本分辨能力的人，在看完完整的小作文之后，就会知道，这人是蠢不是坏，她低估了作为公共人物说话的影响力，所以她道歉并且不再做公众人物，以自己能做到的方式弥 ...全文
泡芙甜栗,#蒲熠星 浙江#很喜欢蒲熠星真的不喜欢芈十四，尊重不祝福 
夏夏ire,#蒲熠星 浙江#看了一下广场，好多人都在说什么结婚就跑路之类的话，我觉得没必要啊，虽然说十四姐她那件事确实显得她人品不咋地，但是阿蒲和十四从开始说就说了他们都不是完美的人，而且我觉得他们能够一直在一起还没分手，说明十四确实有足够优秀的啊，我们又不认识十四本人，我们是无法对她定义的。 ...全文
x暮绡_x,#蒲熠星 浙江#我的评价是发脱粉蒲星小作文别点进主页就让我发现你是个nbp🥺。-拉踩魏姐你nbp是不配的🥺当个cp粉别太高贵😅 
孙Y今天早点睡,#蒲熠星 浙江#不懂就问，到底是谁在破防啊，我看了半天，愣是没整明白wf：我们知道他有女朋友啊cpf：我们知道他有女朋友啊路人：他不是早就有女朋友了那到底是谁在破防啊？按这个逻辑，就剩下嘿了，可是热一那么贵，嘿为啥要花这么多钱给他买热一啊？我到底是哪一步没跟上？还有就是，浙江咋了，浙 ...全文
君涵0406,#蒲熠星 浙江#结婚不结婚到无所谓，但你真是我见过第一个在微博这么找金主的明星是缺钱缺疯了吗？祈祷目前不要出事，不要影响我侦播出 
开心香菜饭,#蒲熠星 浙江#那啥，原来他女朋友就是当年那个萝卜坑没占住还恼羞成怒的女主。好吧，不是一家人，不进一家门。🙃 
浅浅兔和粥粥兔,#蒲熠星 浙江# 虽然也不知道怎么就扯到结婚这个事儿上了但是我喜欢up也已经五年多了，咱们芈姐做过的事儿那是一件比一件牛，只要一想到芈十四老师真的就没办法再给ppp附上意气风发明亮干脆的少年标签…怎么说呢只能尊重不理解不祝福 
浅浅兔和粥粥兔,#蒲熠星 浙江# 虽然也不知道怎么就扯到结婚这个事儿上了但是我喜欢up也已经五年多了，咱们芈姐做过的事儿那是一件比一件牛，只要一想到芈十四老师真的就没办法再给ppp附上意气风发明亮干脆的少年标签…怎么说呢只能尊重不理解不祝福 
爱嗑cp的星铃,#蒲熠星 浙江# 某些cpf辊远点。别什么事都往蒲唯身上扣。一直对魏姐和蒲哥破防的只有你们，毕竟你们磕爱情背德三观都无了 
憨憨的xx,#蒲熠星演蒲鱼儿子# ｜#蒲熠星 浙江# 森林开锁大师驾到🔒统统闪开🧸@蒲熠星 图片jpg｜一口袋星星｜存图留评 
南小呆吖,#蒲熠星 浙江#pyx#芈十四 考编# 我支持投机取巧水证加分pyx和不择手段诬/陷素人萝卜坑的mss长长久久。pyx当然会一直爱着mss，本质一路人。pyx当然更加清楚mss是什么人，因为他也是。尊重祝福，天长地久。 
LIA_Leeeven,#蒲熠星 浙江#一张床上就是睡不出两种人啊我以前zqsg地喜欢过院，喜欢过蒲他现在确实是全靠zb赚💰，全靠粉丝赚钱啊但是他明显对粉丝没有诚意，作为粉丝你们肯定能感受到像有一次直播回答粉丝提问，永远不正面回答，只会无🧠重复说车轱辘话，敷衍都快写在脸上了这跟idol签售会对粉丝冷脸有什 ...全文
细烟西延,#蒲熠星 浙江#照例，感谢对面送来的广//告位了，欢迎大家来b站搜索直播间号“94204”观看蒲熠星直播呀，30号晚上不见不散 细烟西延的微博视频 
巴拉巴拉的小星球,#蒲熠星 浙江#不是每一个不支持up爱情的人都是梦女好吗有没有一种可能是因为mss人品的问题呢 
慕寒Camellia,蒲熠星#蒲熠星 浙江#我不理解？为什么这都能上热搜？？别人正常恋爱8年是你们说分就分的吗？人品再怎么样也跟你没有多大关系吧，为什么总有人盼着别人分手呢？缺爱吗都是？而且不说人家分不分，就算分了也轮不到你啊，你是他爸爸妈妈还是他生命中多重要的人呢管这么多？都是成年人了难道这些事 ...全文
阿烦好烦唉,#蒲熠星 浙江#别什么帽子都扣cpf头上OK？我只粉up的时候就不喜欢mss，现在以后都不喜欢，但是up跟谁结婚走一辈子是他的事，尊重但不祝福[鮮花]她既然做了这些事就别怕人说，院人几乎都有另一半也没见谁说。 
