id,comment
梁思浩香港,果然厲害自從周杰倫效應加上周星馳旋風聞說呢間餐廳訂位需時10個月！幸好一句說話識人好過識字真心讚呢間餐廳👍👍👍整嗰隻雞真係超級好食（百分百真話）但係原來影相嘅呢個位，唔係人人都可以打卡！原因係不能說的！有機會去到間餐廳自己問吓啦#周杰倫##周星馳##梁思浩 # 
小西喜欢的样子你都有,周杰伦#周杰伦# 抖音个人话题播放量突破1000亿次 
QQ伦宝,周杰伦#周杰伦# zjl笑疯了，我昨天在小红书发的杰伦的视频，然后刚看到评论区的小伙伴贴的一张图，只能说小红书是会排版的太损了 
佳士得国际,#重磅# 佳士得与周杰伦欣然宣布将于今秋“千禧后晚间拍卖” 携手呈献划时代性非凡绝伦之重磅合作。 在本次独一无二而备受瞩目的拍卖中，我们精挑和筹划一系列于千禧后创作极富前瞻性的超凡杰作，均来自新晋以及具有非凡潜力的前卫艺术家。 这些艺术新生代的力量都有可能在将来成为伟大传奇。这一拍 ...全文
汐汐天晴,周杰伦 #周杰伦# zjl#周杰伦实绩# 周杰伦Spotify声破天成绩总结 （2023/5/26）周杰伦Spotify总播放量24.76亿周杰伦共4张专辑播放量破2亿周杰伦共12张专辑播放量破亿播放量破千万的歌曲共69首其中《最伟大的作品》专辑播放量2.86亿周杰伦 华语歌手破2亿播放量专辑数量第一周杰 ...全文
沒有了你以后Zz,"周杰伦 突然好像失去了什么,又好像从没拥有过.#周杰伦 ##《一路向北》 #完整版 沒有了你以后Zz的微博视频 "
嘻笑堂HipHop,过去一幕幕浮现！周杰伦《轨迹》舞台！“我会发着呆，然后忘记你”#周杰伦# #周杰伦上海# 你是哪年开始听周杰伦？ 嘻笑堂HipHop的微博视频 
财经网,【左手巡演右手上市，#周杰伦卖咖啡三年赚7个亿# 】周杰伦巡演火热开唱期间，与其深度绑定的巨星传奇集团有限公司通过港交所上市聆讯，在第4次递表后，终于踏上资本之路征途。在招股书中，巨星传奇直言业务十分倚赖周杰伦。@北京商报 记者了解到，自2017年创立起，巨星传奇曾参与策划周杰伦的世界巡回 ...全文
老衲法号杀猪刀,央妈为何独宠#周杰伦# ？ 老衲法号杀猪刀的微博视频 
灰灰有娱,“如果当时没在代官山被拍到就好了”#周杰伦##侯佩岑##过期糖# 灰灰有娱的微博视频 
琦儿Leo,🇭🇰香港之行Vlog 来啦！吃吃吃✅买买买✅周杰伦演唱会✅都完成！超级无敌开心的假期～琦儿leo#电子榨菜##香港##周杰伦# 琦儿Leo的微博视频 
高碧瑶,高碧瑶#周杰伦# 今天是个特别的日子，竟然偶遇到我童年的男神，周杰伦，我真的很开心，#亿点曝光计划# 高碧瑶的微博视频 
邱星野,央视采访周杰伦：你怎么在歌坛维持20年？周杰伦说：我觉得多少需要些运气。问：你有被淘汰的压力吗？周杰伦说：我不怕被其他人淘汰，我怕被这个时代淘汰，怕掉下来。网友：哈哈哈哈哈你特么下不来，放心好了，8090顶你呢！！#亿点曝光计划##周杰伦# 邱星野的微博视频 
Real吴费曼,地上捡到票。我喜欢的世界末日和轨迹都唱了，只不过没敢去前面要签名(我是不是第一个带five guys 进去周杰伦演唱会吃的人)#这个很费曼##周杰伦# 网页链接 
大睿睿,终于轮到我用这个演唱会转场了！#周杰伦##演唱会##周杰伦香港演唱会# 香港 大睿睿的微博视频 
孙纬伦,今晚杰伦演唱会嘉宾甄子丹和胡枫，点了千里之外#周杰伦##周杰伦香港演唱会##周杰伦香港# 香港·中环海滨活动空间(香港中环龙和道店) 孙纬伦的微博视频 
阿呆民,#姜大卫# #约翰赵# #周杰伦#  该用什么词语解释这种感觉…… 
爱唱歌的小7,周杰伦 还记得不能说的秘密吗？还记得叶湘伦、路小雨吗？ #周杰伦# 
夏城南,#无声卡清唱##周杰伦# 我不落泪，忍住感觉。 夏城南的微博视频 
娱营,#周杰伦##娱营# 这可是02年啊！他居然就已经把演唱会开成这样了the  one的暗号，live的天花板 娱营的微博视频 
周杰伦资讯源,#周杰伦# 倒影 MV 繁+简体 1080P 
陈一鸣Ian,那些年我们一起追过的周杰伦P.S. 夜曲，你听得到，我不配，她的睫毛，一路向北还有蒲公英的约定就留给下次吧～#周杰伦香港演唱会##周杰伦# 陈一鸣Ian的微博视频 
问问呀t,真的圆梦 是从小听到大的偶像啊#周杰伦香港演唱会##周杰伦# 香港·中环海滨活动空间 
滿舒克_,我也是有To签的人！（不如今晚睡前说一句你最喜欢的JAYCHOU歌词吧#周杰伦# 
每阅壁纸,🔥“周杰伦专辑封面”手机超清壁纸·原图分辨率9K，记得查看原图再保存。·制图不易，大家记得多多支持呀！#周杰伦# 
JoeyThye戴祖儀,幸福的3個小時🥰@甄子丹 #周杰伦#  @JinnyNg吳若希 
周星驰影迷会,#星爷ins# 他们说除了卖酒，什么都可以合作#周星驰 周杰伦# 
王小草Nova,没有想象中的崩溃大哭，没有歇斯底里，没有开心到癫狂。那一刻我只是在想，我一定要记住这张脸，一定要记住现在这个时刻——他在舞台上的样子。甚至期待他90岁还能站在舞台上，肯定和今天一样，帅爆了！有很多想说的，最后都忍住了，只觉得，这个我从六年级就喜欢的歌手，值得！什么都值得！ ...全文
呗呗兔_,这是我离周杰伦距离最近的一次呗呗兔#周杰伦##周杰伦嘉年华世界巡回演唱会# 呗呗兔_的微博视频 
Houson猴姆,惊喜！周董#周杰伦#强势新单《倒影》超清mv大首播！ Houson猴姆的微博视频 
VIVISHU薇薇舒,哥太帅了 多赚点💰下次去前面点看 #周杰伦##周杰伦演唱会# 香港 
孙伊_Selina,周杰伦演唱会vlog～谁能拒绝下班之后去看周杰伦演唱会呢#周杰伦香港演唱会##周杰伦##周杰伦演唱会# 孙伊_Selina的微博视频 
美函de微博,今晚，是属于我们和杰伦的！！ #周杰伦#  #周杰伦演唱会# 
JXR-雾眠气泡水,王俊凯去香港看周杰伦演唱会，与偶像合唱《雨下一整晚》，一开口就是老歌迷了，小凯是周杰伦的超级铁粉，等这一天已经等了24年～#周杰伦##王俊凯# JXR-雾眠气泡水的微博视频 
周杰伦微速递,#王俊凯去香港看周杰伦#王俊凯 今晚现身#周杰伦# 香港演唱会，点歌《雨下一整晚》，并合唱《雨下一整晚》杰伦：哎哟，欢迎王俊凯，杰伦说：是不是从小听我的歌长大的，王俊凯回答：对，我等这一刻等了24年。（视频来源网络) 周杰伦微速递的微博视频 
李俊毅-JY,昨晚的周杰伦全场大合唱终于有我一份子 有在现场的朋友吗？@被迫营业的芳芳 差点下暴雨，还好天公作美#周杰伦# #周杰伦香港演唱会# 香港 
音乐班叶湘伦,周杰伦跟着刘畊宏跳操，在厦门拍摄周游记。#周杰伦 鼓浪屿# 音乐班叶湘伦的微博视频 
盖世英雄玉椒龙,周杰伦能不能换个发型，感觉之前漏额头的好看很多，就算是刘海，这个刘海我觉得也不适合他，年轻的时候的刘海才比较适合。（非广告）#周杰伦 鼓浪屿# 
悟空音乐随笔,#周杰伦刘畊宏一起跳本草纲目# 周杰伦刘畊宏跳《本草纲目》，终于同框了，杰伦私下没少练吧，动作熟练有模有样！#周杰伦 鼓浪屿#  悟空音乐随笔的微博视频 
Music_Data,周杰伦没有去鼓浪屿，但是接下来的演唱会还是会有很多的。#周杰伦 鼓浪屿# 
SwagFuck,黄巧克力上线周杰伦又双叒叕秀球技了！此时刘畊宏心情______ ？ #周杰伦又双叒秀球技##周杰伦# SwagFuck的微博视频 
海港SirHabaSir,周杰倫香港演唱會盛況，周傑倫歌迷是最長情的啦，二十多年堅持的喜歡一個人真的不容易！看香港演唱會好多粉絲站在外面還有坐在草地上和遊艇上一起聽！想象著杰倫六七十歲在台上就算不開口唱我們一起大合唱將會是怎樣的感動。想要觸碰更高的天空，就要先扎根到比誰都低的泥土中。深耕下去，不斷吸取養 ...全文
目睹了一切的R9,周杰伦 跳操了齁😎 #周杰伦 鼓浪屿# . #周杰伦厦门# 
大小鴛鴦眼,第一次看周杰倫演唱會祖国反黑站#香港警察##我是中国fans##周杰伦# 
JFOR_ME,#周杰伦 鼓浪屿# 不是调虎离山也不是放鸽子喔，是因为岛上歌迷太多了，为了安全起见取消了，然后改去了六中和英才学院校，羡慕见到杰伦的同学们 
大小鴛鴦眼,第一次看周杰倫演唱會祖国反黑站#香港警察##我是中国fans##周杰伦# 
JFOR_ME,#周杰伦 鼓浪屿# 不是调虎离山也不是放鸽子喔，是因为岛上歌迷太多了，为了安全起见取消了，然后改去了六中和英才学院校，羡慕见到杰伦的同学们 
吟墨香-,#周杰伦 鼓浪屿#周杰伦这次到了鼓浪屿，有周杰伦的地方就是很火爆，感受到粉丝的热情，去过两次，很美的地方，不愧是音乐届的顶流。 吟墨香-的微博视频 
周杰伦音乐资讯,高清图！周杰伦在五缘湾游艇会与刘畊宏一起跳操👏👏#周杰伦 鼓浪屿# 
你是红_,关于周杰伦回我的高中开演唱会这件事#厦门六中##周杰伦# 
动感地带M-zone,#周杰伦 橙络络#中国移动动感星推官加载完成！中国移动动感地带与周杰伦合作20周年暨周同学元宇宙合作发布会，周同学身份重磅官宣——中国移动动感星推官！未来，动感地带和动感星推官又将碰撞出什么样的火花？和动感星推官一起探索无界限吧 #周杰伦刘畊宏扫楼##我的地盘“移”燃周同学#  ...全文
热剧抢先看,#周杰伦 鼓浪屿#一开始：谁啊非得上学校装，我看看到底有多厉害过一会：我去 周杰伦！！#元气初夏生活季# 热剧抢先看的微博视频 
现场微音乐,#周杰伦# 《热带雨林》采用柔美、温和的旋律，让人容易回忆起往事，方文山的词 伤感而深入人心，易引起听众的共鸣。歌曲通过杰伦的歌喉完美诠释，表达出了情人之间感情受困如置身梦境，迷失在热带雨林的感觉。#音乐现场# 现场微音乐的微博视频 
周杰伦的不该,#周杰伦 鼓浪屿#鼓浪屿很多都是巷子，没有足够的安保措施，万一到时候发生什么事故，很危险……虽然鼓浪屿可以承载足够的游客量，但是周杰伦一去必然引起大范围的人群往一处挤，为安全着想，选择不去这个决定是明智的！ 
咪咕剧综,#周杰伦刘畊宏在厦门跳健身操#有生之年系列！刘教练@刘畊宏willliu 在厦门组织多人跳操运动，周杰伦作为神秘嘉宾惊喜现身，还在场边跟着音乐一起跳操！！太羡慕厦门群众了，这两天全城都有杰伦的身影啊~#周杰伦 鼓浪屿#  咪咕剧综的微博视频 
咪咕剧综,#周杰伦刘畊宏在厦门跳健身操#有生之年系列！刘教练@刘畊宏willliu 在厦门组织多人跳操运动，周杰伦作为神秘嘉宾惊喜现身，还在场边跟着音乐一起跳操！！太羡慕厦门群众了，这两天全城都有杰伦的身影啊~#周杰伦 鼓浪屿#  咪咕剧综的微博视频 
中国移动,周杰伦时隔1095天首次登“鹭”，与中国移动动感地带一起揭晓全“新”朋友#周杰伦# 中国移动的微博视频 
音乐馅儿小笼包,❣️周同学怼脸视角 好大一只# 周杰伦 #周杰伦#昆凌# 音乐馅儿小笼包的微博视频 
草莓枫糖舒芙蕾,#周杰伦 鼓浪屿#不去是对的，我接送机过几个明星，杰伦老师的阵仗是最大的，他走的也非常快，因为人实在是太多了尤其是路人一听到是周杰伦高低都要来凑热闹，太危险了，十个安保都不够用，还是演唱会见吧 
圈内容嬷嬷,这个一零后估计不知道周杰伦是谁 在演唱会前排位置直接睡着了#周杰伦##周杰伦厦门# 圈内容嬷嬷的微博视频 
萌萌哒红色小象,#周杰伦 鼓浪屿#有周杰伦的鼓浪屿，果然不一样，周老师和大家伙玩的好开心，看的出来大家都喜欢杰伦哥，不知道杰伦哥什么时候来我们大芜湖，先蹲一个，嘿嘿 
周杰伦资讯,周杰伦、刘畊宏与中国移动工作人员合影#周杰伦 鼓浪屿# 
酒喵儿,#周杰伦 鼓浪屿#没去鼓浪屿  在厦门录制周游记呢  好期待啊 想看杰伦的综艺啦～ 
伯光君,#周杰伦香港演唱会# #周杰伦#  #微博新知博主# 周杰伦在香港的演唱会，大概有2万个座位而其中能在座椅上看清周杰伦人脸的，不超过500个。这500个座位被称为内场票、价格我们就不说了，算是愿打愿挨。但是剩下的超过1万9千个座位呢？现场是看不清周杰伦的脸的。伯光君。甚至有些座位，连周 ...全文
洪灝的宏观策略,#周杰伦# 完美的立夏 … 晚安。 香港·中环海滨活动空间 洪灝的宏观策略的微博视频 
再努力一点希望就在前方,昨晚路过场外听到了他的声音，心里非常复杂，你我之间仅仅相隔几百米，而我却见不到你。        所以晚上回去疯狂找票，第一排的位置卖到了2w6，非常遗憾，我暂时买不起这个价没办法更靠近你！        找来找去挑中了一位来自湖北的杰迷，由于被朋友放鸽子，所以他有一张票多出来，同时我也遇到了其 ...全文
梦笛儿爱五月天,三月林俊杰四月五月天五月周杰伦无所吊谓 因为疫情欠下的演唱会我都会一场场补回来现场听彩虹 晴天 一路向北 七里香 圆游会 枫 夜的第七章 真的不可能不发疯的 这是周杰伦#周杰伦香港演唱会##周杰伦# 香港·中环海滨活动空间 
新浪娱乐,#周杰伦回应##周杰伦 没有周氏幽默别来我的地盘# 30日晚，周杰伦再在社交媒体发文，表示“没有周氏幽默的朋友们，请别来我的地盘” “在圈子这么久了，总是有在吠的，不过第一名而已，有什么呢对吧？” 此前，#周杰伦问已经是第一名的人要怎么变# 引发热议。 
北青网娱乐,#周杰伦 第一名##周杰伦ins发文称：已经是第一名的人要怎么变？要是说一个华语乐坛的领军人物，大部分人最先想到的一定是周杰伦吧！ 
伊丽莎白骨精啊,#周杰伦 第一名# 周杰伦连续发表多条ins动态回应“第一名”争议，没有周氏幽默的人，请别来我的地盘。 随后又发了第二张图片，特意配了一张狗对着头顶皇冠的马狂吠的图，并写道：“在圈子里这么久，总是有在吠的，不过第一名而已”有什么呢？对吧？ “因为高处不胜寒”。最后周杰伦还借用多首歌曲， ...全文
Viptranslator,#周杰伦 第一名#毋庸置疑啊。这目前依旧是华语乐坛第一名，都20年了。不然你们说谁现在是华语乐坛第一名？ 
友谊已走到尽头啦,#周杰伦 第一名# 周杰伦后的第二人是谁？🤔#周杰伦问已经是第一名的人要怎么变# 
饭圈女孩,#周杰伦 第一名#周杰伦ins发文称：已经是第一名的人要怎么变？引网友热议，网友热评：艺术领域从来就没有第一，很快就会因为自满退化，还有网友说： 事实证明   确实是第一，你们反驳也没用，你怎么看周杰伦的第一名？ 饭圈女孩的微博视频 
周杰伦_bot,#周杰伦 第一名# 早啊，假期愉快 
豆豆酱_怼怼版,#周杰伦 第一名#周杰伦，华晨宇决战华语乐坛之巅 
饭圈女孩,#周杰伦 第一名#周杰伦ins发文称：已经是第一名的人要怎么变？引网友热议，网友热评：艺术领域从来就没有第一，很快就会因为自满退化，还有网友说： 事实证明   确实是第一，你们反驳也没用，你怎么看周杰伦的第一名？ 饭圈女孩的微博视频 
周杰伦_bot,#周杰伦 第一名# 早啊，假期愉快 
豆豆酱_怼怼版,#周杰伦 第一名#周杰伦，华晨宇决战华语乐坛之巅 
东施飞行日记,#周杰伦是华语乐坛第一名吗##周杰伦 第一名# 周杰伦连续发表多条ins动态回应“第一名”言论争议，有网友说本来就是第一名，实至名归也有网友说他破防了。你觉得周杰伦是华语乐坛的的第一名吗？  网页链接 
种纬raullinoux,#华语乐坛##华晨宇的音乐是挑观众的##周杰伦 第一名#一位网友犀利评价：“姓周的脸可真够大的。”然后他频频去华晨宇超话里打call。 
科学未来人,#周杰伦 第一名#反而更加喜欢周杰伦。他偶尔半开玩笑说自己的音乐很屌，音感极准。像李白一样可爱。¹有大才华，率真。²康怀远等人考证，是李白自己先夸他是“谪仙人”，天宝元年到长安见贺知章，“谪仙人”雅号才名扬四海。³李白喜欢偶尔捧捧自己，但因为他确实有大才华，并不觉得有问题，反而增添可 ...全文
周杰伦的日常记录,#周杰伦 第一名# #周杰伦回怼第一名争议# 周杰伦：山顶上呢只可以站一个人 我希望这个人是我 但是呢我的肩膀还可以站人 可以站的马上来 周杰伦的日常记录的微博视频 
双门一棵小趴菜,#周杰伦 第一名#周杰伦连续的ins，一方面在回应一方面也在解释。关于第一名像是在玩梗，拿了《三年二班》《外婆》《漂移》里的歌词举例，周氏幽默 
ZEALER,【#周杰伦吸金也是第一名#：#周杰伦一年赚5亿#】近日，周杰伦突然在 Instagram 上发文称“如果已经是第一名的人要怎么变”，引来诸多恶评。确实，睽违 6 年才推出的新专辑《最伟大的作品》，又拿下 2022 全球十大专辑销量榜冠军。实际上，不止是创作能力，周杰伦的“吸金”能力也曾是第一名。《财 ...全文
投稿客,#周杰伦 第一名#还好央视现在推崇许嵩为华语乐坛第一人了，许嵩为央视创作演唱了五六首一流词曲，反观澳洲伦龟缩在海外社交网站自娱自乐，现在连他的铁粉都看不起周杰伦的骄傲自满了，纷纷表示，最伟大的作品，是什么东西？ 
娱星星,#周杰伦 第一名# 周杰伦 第一名有什么疑问吗？他是周杰伦，如果不是他，大家还在哈日哈韩吧虽然不是所有人喜欢，但他的音乐至少影响两代人了！！多年不出专辑，随便出一张就是全球销量榜第一，这一点，他有狂的理由。 娱星星的微博视频 
AllForJay_周杰伦,周杰伦周杰伦香港站手幅准备好了～5.5香港见～😘😘😘#周杰伦香港演唱会# #周杰伦 第一名# 
娱学弟,周杰伦#周杰伦 第一名# 以前写歌的速度别人模仿不来，现在的速度，更模仿不来，杰伦，你赢了，怕是刘畊宏都要催专辑了，在不出歌，我们跳什么！#周杰伦问已经是第一名的人要怎么变# 娱学弟的微博视频 
Neyer,周杰伦 第一名怎么就不行了 他就拽就拽了 不想看就别看  人家第一还不能骄傲了？就骄傲 你管得着么？ 碍着你们这些妖精什么事情了 轮得到你们反对？  周杰伦爱国的时候   传播中文文化的时候 你们干啥呢 人家第一怎么就不行了？#周杰伦 第一名# 现在的一些人就是SB 自己偶像不行 就要黑别人 不是你把 ...全文
喵喵酱的妙鲜包,#周杰伦 第一名# 建议周杰伦开班教学以下课程：《一个词，让娱乐圈从死寂中惊醒》《一句话，让黑子为我发疯》《一首歌，让乐坛为我癫狂》《一个奖，让酸🐔为我破防》 
a无小邪,周杰伦替投不进的蔡依林丢了一个球进去，梗着脖子臭屁地坐回座位上，真的太好玩了#周杰伦# a无小邪的微博视频 
中广时代,啥第一名？吃老本第一名吗？十年了有几首拿得出手的作品？再看看国外歌曲的影响力和质量，还特么第一名，不是看不上国内社交平台只开了外网账号吗，那就看看ins 脸书的那些歌手都多少粉丝，再看看他的。再有，即便现在靠着老歌影响力国内排名在前面，但后续歌曲没有创新和质量，也一样早晚被淘汰！ ...全文
陌上微凉末,#周杰伦 第一名#看到很多人的无脑洗地什么他就这个性格人家有经典作品就够了……这个音乐市场就是被这些人惯的才会越来越差真是追个星追的脑子都没了 
扒圈婆,#周杰伦 第一名#一起来听听周杰伦歌！周杰伦万人合唱《七里香》，一开口就忍不住哭了出来！这辈子希望可以拉着自己女朋友，或者媳妇，一定要去看一场周杰伦的演唱会，从小学到现在一直喜欢他网友：周杰伦的咬字越来越清晰了，而我的青春也越来越模糊了五一快乐！#周杰伦# ...全文
艾玛酱娱乐手册,周杰伦是自己第一名，问第一名的人要怎么变？华晨宇说华晨宇的音乐是挑观众的怎么看现在的华语乐坛？#周杰伦 第一名##华晨宇的音乐是挑观众的# 
不考武大不改名yu,#华语乐坛##周杰伦 第一名# 都是第一名了，就别yx失败拉华挡枪了围华救周很low好吗华晨宇的命也是命 
圈内狙击手,#周杰伦 第一名#周杰伦说自己是第一也没什么问题吧，粉丝们都这么严格的吗 圈内狙击手的微博视频 
林奕匡Phil,給我們一首的時間去唱好幾首周董的歌 ✌🏻😌你們數到有幾多首？#周杰伦# 林奕匡Phil的微博视频 
徐暐翔VashHsu,《龍捲風》想起好聲音慶功宴上，杰倫老師超級親和地給予每位學員祝福和肯定，而且我還被點名敲杯了一下。（嘿嘿(˶‾᷄ ⁻̫ ‾᷅˵)很想念那時候的自己，很想很想的那種想念。#翻唱##中国好声音##周杰伦# 徐暐翔VashHsu的微博视频 
吃瓜娘,#周杰伦# 你是从什么时候喜欢上周杰伦的呢 
吃菜的悟空,为什么称周杰伦是华语乐坛的天花板！IFPI公布2022年全球专辑销量，他以一己之力打败8张韩流，稳居第一！23年了周杰伦一直用实力来证明自己 #周杰伦 第一名#  周杰伦  韩流  最伟大的作品 吃菜的悟空的微博视频 
周杰伦资讯网官方微博,重庆某小学一年级学生合唱《蜗牛》，网友：听周杰伦的歌，我会好好读书！#周杰伦# 周杰伦资讯网官方微博的微博视频 
糜鹿小论,周杰伦喜欢杰伦的人，大概也都是念旧的人吧！所以才会喜欢的长长久久，晚安#周杰伦#晚安# 糜鹿小论的微博视频 
小凡好摄,谁恐吓了呀！明明在播#周杰伦#的歌。说到关切！我对日本那个叫嚣 “台湾有事就是日本有事”的鬼子尸体表示关切！同时，我对欧盟冯德莱恩还没发推表示关切。#黄媒不会说的真相# 
onepercent刘小虎,婚礼的现场，回程的耳机，电脑修图一晚的公放，都是JAY周的旋律，青涩少年的爱情。看着反方向的钟，我是如此的相信，那蒲公英的约定呀，我在等你下课，一起简单爱，你总傻笑，我说着爱你没差，手里的告白气球，陪着我们一起园游会，看见彩虹，给我一首歌的时间吧，把不能说的秘密告诉你，你听得到， ...全文
女烟神CTJ,#周杰伦# 周杰伦MV最美女主角是谁？！不得不说前十竞争激烈，周董审美始终在线！ 女烟神CTJ的微博视频 
JoshSoda,就像摩羯座的周杰伦，在那首《开不了口》里唱出来的，那种错综复杂但又无奈的心情。“就是开不了口 让她知道我一定会呵护着你 也逗你笑你对我有多重要我后悔没 让你知道安静的听你撒娇看你睡着 一直到老就是开不了口 让她知道就是那么简单几句 我办不到整颗心悬在半空我只能够 远远看着这 ...全文
TVB情报局,#蔡依林##周杰伦##林俊杰#  蔡依林获奖，周杰伦台下为她鼓掌，当年的“双J”恋曾轰动一时！ 虽未公开但早已不是秘密，那首倒带更是俩人爱的见证~ TVB情报局的微博视频 
音乐班Jay,周杰伦周杰伦叫姐姐 谁受得了啊？22岁的周杰伦叫姐姐，太青涩太奶里奶气了吧 我已经自行带入大小S了 #周杰伦# 音乐班Jay的微博视频 
九三,再快的86，也追不上我的爱玛。。。#周杰伦# 九三的微博视频 
朱伟老师,2001年9月，我的大学开始了。CD，VCD时代，大学周边至少4-5家认真经营的音像店，门口还有卖国外摇滚乐打口碟的。只记得军训刚开始，满大街都是《范特西》的海报，我依然没看清红色帽子下那张脸。那个时候大家都会认真听歌，直到2003年《叶惠美》专辑发行，大叔大妈依然在和年轻人认真辩论：《东风破》 ...全文
鄧伊婷IrinaTang,🍏我家居然有跟男神一样的咕臣今天晚上抱着睡觉😆#周杰伦# 
剪了个梅,这才是说唱，没有脏话，全是文化#周杰伦##音乐##说唱##亿点曝光计划# 剪了个梅的微博视频 
头条新闻,【#高票价Livehouse对标周杰伦演唱会# 】据@北京商报  报道：线下演出市场恢复，票价也普遍上涨。@北京商报 记者调查发现，曾经50元起步、200-300元封顶还包酒水畅饮的livehouse，如今已涨至平均180-600元。北京坤音娱乐经纪有限公司旗下@ONER 组合Livehouse最高档售价达1280元，几乎对标#周杰伦# 演唱 ...全文
剪了个梅,这才是说唱，没有脏话，全是文化#周杰伦##音乐##说唱##亿点曝光计划# 剪了个梅的微博视频 
头条新闻,【#高票价Livehouse对标周杰伦演唱会# 】据@北京商报  报道：线下演出市场恢复，票价也普遍上涨。@北京商报 记者调查发现，曾经50元起步、200-300元封顶还包酒水畅饮的livehouse，如今已涨至平均180-600元。北京坤音娱乐经纪有限公司旗下@ONER 组合Livehouse最高档售价达1280元，几乎对标#周杰伦# 演唱 ...全文
罩袍妈妈pineapple,实时周董全部播放。#周杰伦##我与汽车的日常#  罩袍妈妈pineapple的微博视频 
崔江卉古筝,【东风破】古筝（纯筝）“谁在用古筝弹奏一曲东风破”#古筝##周杰伦# 崔江卉古筝的微博视频 
腾讯音乐由你榜,#腾讯音乐由你榜#【小由每日速报】截止13:45热门歌曲实时播报：TOP16: @卡布叻_周深 《人是_》，新歌综合得分：74.73TOP17: #周杰伦# 《最伟大的作品》，新歌综合得分：74.57TOP18: #星野# 《晚风告白》，新歌综合得分：74.52TOP19: @LBI利比 《小城夏天》，新歌综合得分：74.22TOP20: #一只白羊# ...全文
邵先生-易学,我去年多次预测周杰伦今年财运遇阻之象，包括去年壬寅也是破财流年周董这个八字如果用身强身弱看也是不对，反倒是22、23、24都不是好流年，他从来没有这么密集的开演唱会，原因大家可想而知，绝对是经济出现了严重的问题，只是没有爆出来。我去年到现在一直在说他的财运不好，但大家看到的是他开演 ...全文
娱圈逍遥,周杰伦周星驰要合作？经纪人确认：合作事宜在沟通中！巨星惊喜联动，狠狠地期待了👍🏻#周星驰 周杰伦##周星驰周杰伦要合作了吗##周杰伦周星驰隔空喊话# 娱圈逍遥的微博视频 
流年阿丶,杰伦来内地吧抢不到票我就蹲外面听…国外我是真的去不了啊…南京苏州杭州全国任何一个地方都可以啊..这辈子最大的愿望就是带上老婆女儿看一场周杰伦的演唱会.#周杰伦# 染指流年Dogresidue的微博视频 
一首歌一声晚安,Diss金曲奖，写给外婆的一首歌《外婆》周杰伦#周杰伦##音乐现场##日推歌单# 一首歌一声晚安的微博视频 
wokeni,#周杰伦2023马来西亚演唱会# 这位马来老嫂子居然点了一首让杰伦猜不到的老歌哈哈哈果然是老粉#周杰伦马来西亚演唱会##周杰伦# wokeni的微博视频 
港台娱乐情报,#周杰伦# #昆凌#  不羡慕昆凌，所有杰迷都羡慕的应该都是大妮了吧  港台娱乐情报的微博视频 
